,Bcl11b,Cadps2,Calb1,Calb2,Cck,Cdh13,Chodl,Chrm2,Cnr1,Col25a1,Cort,Cox6a2,Cplx2,Cpne5,Crh,Crhbp,Cryab,Cxcl14,Enpp2,Gabrd,Gad1,Gda,Grin3a,Hapln1,Htr3a,Id2,Kcnk2,Kctd12,Kit,Lamp5,Lhx6,Ndnf,Neurod6,Nos1,Nov,Npy2r,Nr4a2,Nrn1,Ntng1,Pcp4,Pde1a,Penk,Plcxd2,Plp1,Pnoc,Prkca,Pthlh,Pvalb,Rab3c,Rasgrf2,Reln,Rgs10,Rgs12,Rgs4,Satb1,Sema3c,Serpini1,Slc17a8,Snca,Sncg,Sst,Synpr,Tac1,Tac2,Th,Thsd7a,Trp53i11,Vip,Wfs1,Yjefn3
cell_172,0,1.279495622,0,0.001040284,0,6.51E-05,0,0.975697422,2.023588379,0,0,0.884118844,0.002569767,0,0,0,0.967582768,2.56527487,0,0,6.588170354,0,0,0,2.95E-07,1.400082456,0.762932717,0,0.953084276,0,2.909647523,0,0,0,0,0,0,0,0,3.956163345,0.019713386,11.49814254,1.955523435,0.971940138,0,3.93E-06,0,12.56110143,0,0,0.955456272,2.614973351,0,3.470761383,4.135775557,2.03E-05,4.876159176,0,0,0,0.472684968,0,0,0,0,0.000223195,0.962992216,0,0.940183253,0
cell_173,0,0.020113043,0,0,0,0.849962099,0,0,0,0,0,0,1.086714319,0,0,0,15.38493737,0.422829648,3.948267728,0,0.001394455,0,0.002404509,0,0,0.695971864,0,0,0,0,2.548113158,0,0,0,0,0,0,0,0,0.392866301,0.841013365,0.009385383,0.017995863,25.9453591,0,0,0,0.00217337,0,0,1.87478743,0.023675267,0,0.002437097,1.22E-06,0,0.013779801,0,1.849925491,0,0,0,0,0,0,0.017016209,0,0,0,0
cell_174,0.771435704,0,0,9.93E-06,0,3.20E-06,0,0,5.85E-16,2.15E-05,0,0,0.648964915,6.88E-06,0,0,1.522742137,3.180635948,0,0,0,0,0,0,0,2.932976592,0,5.86E-05,0,0,9.76E-05,0,0.005333313,0,0,0,0,3.94E-06,0,0.866935048,7.24E-06,0.009935162,0.000947576,0.019281997,0.000733822,0,0,0.068573347,0,0,0.001142476,0.012292807,0.172279104,6.28E-05,1.945025272,3.86E-05,0.516273092,0,0,0,5.77E-21,0,0,0,0,0,0.432739937,0,1.85E-05,0
cell_175,0,0.000596638,0,0.00013616,0,0,0,0,0.001155109,0.01165329,0,0,0.222741516,0.003730563,0,0,0.520504104,0.005783283,0.000391628,0,0.007008519,0,0.002286526,0,0,0.272105425,0,0.000679016,0,0,0.003202355,0,0,0,0,1.28E-07,0,0,0.03229431,0.001905814,0.003697558,0.009732085,0,0.525135233,0,0,0,4.73E-05,0,0,0.007001373,0.016080576,0,0.003359647,0.000686893,0,0.00251837,0.579179671,0.039868371,0,0.003134983,0,2.97E-08,0,0,0.000273554,1.03E-05,0,0,0
cell_176,0,0.932324155,0,5.311840248,0.344051274,0.000443089,0.260998347,2.928826191,0.016917715,0.948230653,0,0,4.81E-05,7.08E-05,0,0,0.007406559,0.353084894,0.002366628,0,0.966304176,0,0.975775669,0,0,0,0,0,1.948388697,0,6.892733517,0,0,0,0,0,0,0,8.65E-07,0.000149731,5.949040009,8.948753823,0,1.737787074,0,1.536854511,0,0,0,0,4.669967842,5.747633798,0,5.944228568,5.47E-05,0.943903328,2.72E-06,0,0.97893964,0.000280217,1.802932037,0.000137265,0.00260461,0,0,0,1.778405182,0,3.00E-06,0
cell_177,4.94E-09,0,0,0.005658381,0,1.44E-12,0,0,0.000267057,6.10E-08,0,0,0.798007634,0,1.53E-11,2.21E-20,1.83E-05,0.000297882,1.49E-08,0,1.02E-21,0,0,0,0.62563859,0,0,0,0,0,2.735047716,0,0,0,0,1.28E-14,0,1.69E-09,2.61E-05,6.00E-22,1.08E-17,0.072861938,2.09E-09,0.391528235,1.21E-11,3.23E-12,0,0,0,0,3.02E-11,2.87E-13,0,0,0,0,0,0,6.31E-05,8.89E-14,0,1.72E-12,0,7.76E-17,0,0,3.40E-18,0,0,0
cell_178,0,0.933579636,0,2.856783159,0,0.483198074,0,0.000200479,0.140095683,0,0,2.11E-05,0.552600202,0,0.900728922,0,5.712210979,0.000486125,0.96676066,0,0.001522757,0,0,0,0,0,0.000863599,0.0014865,2.960362403,0,5.983820116,0.925637672,0,0,0,0,0,0,6.12E-06,1.245112158,5.516543029,1.95077755,0.000208026,12.88033841,4.54E-05,0.027629587,0,1.71E-05,0,0,1.037358931,0.539152877,0,5.180910924,0.983690691,0,0.965443288,0,0.899245457,0.002426875,0,0,0,0,0,0,6.117355918,0,0,0
cell_179,0.003677318,0.930413205,0,0,0,2.252619444,0,0,3.215448154,0,0,1.879717413,2.962490841,0,0,0,0.046871623,0,0,0,0.005221422,0,1.380596538,0,0,0.001264867,0,0.024971386,0.001232401,0.000816158,2.27057532,0.000425439,0,1.926037001,0,0.006050166,0.960598233,0,0.91643009,0.539238562,6.889658804,0.000659195,0.087919915,2.479798072,0,1.892833991,0,0,0,0,3.227441954,5.89467845,0.001678,0.005297046,0.011272537,0.000187586,0.08389766,0,2.710859401,23.82346994,0.004519868,0,0,0,0.000860446,2.45E-05,1.931270496,0,0,0.806721788
cell_180,0,0.814566285,0,4.07E-05,0.260619045,9.288726687,0,0.930972684,0.900914608,0,0,0.369192135,2.790515608,0.960952613,0,0,0.022298683,1.062876938,0.067906454,0,0.035804512,0,0,0,0,0.005188701,0,0.008057925,0,0,2.944735406,0,0,0,0,0,0,0,0,1.828868739,8.453140427,0.000114266,0.75158894,0.328666115,1.16E-05,0.989326616,0,2.35E-05,0,0,5.732027222,4.496847915,0.000471907,0.001636149,0.002829907,0.005335934,0,0,0.548026757,21.13163512,0,0,0,0,0,1.53E-05,0.23614432,0,0.002059805,0
cell_181,0.976215043,0.943813681,0,0,0,1.615260945,0,0,5.890165003,0,0,0.011915588,3.244285009,0,0,0,1.218094114,0.04677185,0,0,3.888486583,0,0.54761104,0,0.021744354,0.862052528,0,0,0.972980361,0,18.43940464,0.932888232,0,0.017524608,0,3.92985662,0.000129707,0,0.022478041,1.432054691,3.984797024,1.973868125,2.832029932,0.022002872,0.009525671,0.001738929,0,0.000300721,0,0,2.251395214,1.782185217,0.903032861,0.824960554,4.947269071,0.959462773,1.725415977,0,2.215488334,0.080399376,1.976347068,0,0,0,0.678301856,0,0.000659332,0,0.000146322,0.087314512
cell_182,0,1.36E-05,0,0,0,1.016264941,0,0,0.968023941,0,0,5.83E-06,0.27805711,0,0,0,5.322315136,1.89691707,3.841432194,0,0.683088188,0,0,0,0,0,0,1.27E-05,4.48E-05,0,0.094118514,0,0,0,0,0,0,0,0,0.283038853,1.240385056,9.04E-05,0,9.931811086,0,0,0,0,0,0.000600182,0.000754094,0.031422649,0,0.941906726,0.155901383,0,0.64026945,0,1.043982422,0,0.000279406,0,0,0,0,0.007702901,7.89E-05,0,0,0
cell_183,0.062277035,0,0,0,0,0.085520964,0,0,4.99E-12,0,0,0,1.54E-06,0,0,0,0.002153832,0.788913361,0,0,7.29E-05,0,0,0,0,1.17E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33E-11,0,0,0.0575556,0,0,0,0,0,0,0,2.95E-06,0,1.648482166,0,0,0,0,0,1.97E-12,0,0,0,0,0,0,0,0,2.26E-11,0
cell_184,0,1.35E-14,0,0,0,1.73E-19,0,3.97E-13,6.795042435,0.986017762,0,0,0.946238042,0,0,0,0.000213829,1.876479111,0,0,5.001797628,0,0,0,0,0.021194857,0,0,0,0,2.971269134,0,0,0,0,0.595596806,0,0,0,0.973561094,2.916199962,1.957562802,0,0.32870128,0,1.85E-15,0,1.38E-07,2.37E-21,0,3.953760605,0.953816019,0,0.964928018,3.894118998,3.64E-12,3.952803764,0.964276926,1.873320262,0,0,0,0.001223053,0,0,2.960736505,0.952875956,0,0,0
cell_185,0,0,0,0,0,4.10E-06,0,0,0,0.020031004,0,1.28E-10,1.415679876,0.068195018,0,0,2.175264093,2.784279005,1.94E-08,0,0.861995426,0,0.671379783,0,0,4.080765167,0,0.574454207,0,0,3.934089931,0,0,5.74E-06,0,0,0,0,0.060534759,0.545326501,0.375403978,1.623168639,0,2.067871893,0,0,0,0.862874608,0,0,0.904109552,1.497771253,0,0.204324113,4.90E-06,0,0.878668957,0,0.005727753,3.67E-05,0,0,0,0,0,0.8816633,3.58E-06,0,0,0
cell_186,6.01E-07,2.72E-07,0,1.72E-06,0,3.88E-05,0,2.13E-08,0,0,0,4.44E-06,5.49E-05,0,0,0,0.817112793,0.832095531,1.09E-05,0,1.15E-06,0,0.000193502,0,9.09E-08,0.039977294,0,0,0,0,0.075948732,0,0,0,0,1.23E-07,0,0,6.25E-07,0.771925943,3.42E-05,0,0,5.36E-09,4.28E-08,0.001012385,0,5.46E-09,0,0,1.32E-07,0.017919476,1.86E-08,0.795912932,0,0,0,0,4.00E-05,1.67E-05,7.48E-09,0,0,0,0,0,3.37E-06,0,0,0
cell_187,0.002348054,1.104211929,0,0.001495088,0,0.008640574,0,0.017334886,1.796756758,0.002032444,0,0.03454772,1.347719929,0.000211795,3.02E-08,0.128656471,5.029334649,0.549148324,3.904117683,0,2.77750272,0,0.031393088,0,0,3.96E-05,0,0,0.847022479,0,0.108616242,0,0,0,0,3.35E-05,0,0.01219382,0.001071876,0.000485189,0.062367778,0.008831469,0.664532669,12.96064375,0.012718772,0,0,0.004254697,0,7.72E-05,0.028137054,0.02112404,0.011194389,0.005121433,0,1.698089429,0.003235816,2.88E-08,0.006936395,0.210836445,0.922818508,0,0.003453614,1.04E-06,0,0.365824247,0.004056967,0,0.958884999,1.51E-06
cell_188,0,0.94731561,0,0,0,2.00E-05,2.07E-05,2.24E-05,3.20E-06,0,0,0,0.028272418,0,0,0,1.17002141,1.363210275,0.050746562,0,0.874342008,0,0,0,0.000168568,5.761341353,0,0,3.11E-07,0,0.010303186,0,0,0,0,0,0,0,0,0.003327618,0,1.10E-06,0,0.388476407,0.003862382,0,0.908879187,0,0,5.78E-06,3.40E-07,0.366508295,0,0.599210796,0.934529782,3.63E-05,1.905147369,0,0,0,0,0,0,0,2.20E-07,0.93648053,0.189814088,0,0.006957451,1.25E-05
cell_189,0,2.502680301,0,1.782204698,0,2.890448348,0,1.921952867,1.927774502,0,0,0.000471294,5.932087704,0,0,0,3.885546703,0.56858026,0,0,5.804784885,0,9.41E-08,0,1.841301122,2.806848162,0,0.131665732,0,0,3.115536495,0,0,0,0,0,0,0,0,3.958014689,1.082943188,5.621039539,2.88188503,2.16000908,0,0.881602809,0,5.388947036,0,0,0,6.79E-06,0,6.873148189,4.468307244,1.825525704,0.925884561,0,0,0,0.84078745,0,0,0,0,1.948283327,0.000446263,0,0.001204651,0
cell_190,0,0,0,0,0,0.030159402,0,0,0.864960941,0,0,0.86508028,0.004437055,0,0,0,0.027729931,0.00617494,0.004448302,0,0.052307826,0,0,0,0,0,0,0.336600766,0,0,0.006848195,0,0,0,0,0,0,0,0,3.816691616,0.016151183,0.966639573,0,0.851756714,0,0,0,0,0,0.849377586,1.905754565,0.800593402,0,1.94138442,0,0,3.937185598,0,1.83218377,0,3.71E-06,0,0,0,0,1.892054453,0.938885344,0,0,0
cell_191,0.93741049,0,0,0.832328746,0,0.952952082,0,0,0.941794267,2.863692785,0,0,2.018411794,0,0,0,0.843311487,0.973128987,0.623238297,0,2.61E-07,0,0,0,0,0.00168618,0,0,0.073128435,0,6.030749685,0,0,0,0,0,0,0,0.000106245,0.00131675,1.33E-06,3.926090002,0.86588483,0,0,0.905027183,0,0,0,0,0.965802692,0.95855957,0,0,0,0,0,0,6.853248203,0.889187488,0,0,0,0,0,8.85E-07,0,0,0,0
cell_192,0.501691259,0,0,0,0,3.19E-05,0,0,0.794448223,0,0,0,6.40E-29,0,0,0,0.711756557,0.776662908,0,0,2.09E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127750215,6.02E-31,0,0.022275923,0,0,0,0,0,0,0,0,0,0.06752709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_193,0,0.091613987,0,0,0,9.48E-25,0,1.27E-16,0.056277747,0,0,1.20E-18,0.019211708,0.05588449,0,0,0.131778879,8.17E-10,0,0.18831271,0,0,0,0.275536988,0,0.12203146,3.06E-19,1.75E-19,0.112850295,0.072307742,3.56E-10,0.084465055,0,0,0,0,0,0,0,0,0.052591809,0,0.094873507,1.77E-11,0.050699927,1.05E-19,0,0,0,0,0.098272271,1.45E-21,0,0,3.77E-12,0,0,0,0.03337974,3.17E-14,0,0,0,0,0,0,0,0,0,0.207563436
cell_194,0,0,0,0,0,0.840206594,0,0,0.975106232,0,0,7.15E-05,3.615382166,0,0,0,0.749284033,0.013765427,0.037015829,0,6.160436518,0,0,0,0,4.38E-12,0,0.056385582,0,0,5.984718424,0,0,0,0,0,0,0,0,2.833020789,4.610936592,0.0001147,0,1.074502231,4.12E-07,0,0,0,0,0.015672786,0.001449478,0.978835355,0,0.038890707,0.785563802,0,0.279814257,0,0.845372423,0,0,0,0,0,0,0.014498111,0.000586214,0,0,0
cell_195,0.001065718,0.003350647,0,0,0.488670131,0.757407242,0,5.20E-06,0.011188713,0,0,3.43E-05,2.137980397,0.000240501,0,0,10.40478913,0.974681628,3.812972671,0,0.96854468,0,0.000454626,0,0,0.152080689,0,0,0.035864664,0,0.683073213,0,0,0,0,0,0,0,1.14E-06,1.627235079,1.360839601,0.000415827,0.16256557,14.00750794,0,0.866016371,0,5.05E-05,0,0,2.946119337,2.042902886,0,0.962766953,0.958627108,0.919895561,0,0,1.393926768,0.662632743,0,0,0,0,0,0,0.001096625,0,0.980455016,0
cell_196,0,0.039888802,0,0.043634796,0,5.395406602,0,1.90901154,3.806087392,0,0,0.963176582,1.414685124,0,0.014642351,0,0.074087122,0.95427785,0.004311312,0,0,0,1.65E-05,0,0,1.42E-08,0.91001583,0.000904173,0.000727698,0,0.960690139,0.028901696,0,0,0,0,0,0,0,1.692001458,10.81755021,0.008237806,0.886405213,0.837022697,3.32E-07,1.917193037,0,0,0,0,2.916818066,6.388400539,0,0.738993168,0.017573462,0.091684509,0.011467667,0,1.004636574,1.54519046,0,9.16E-07,0,0,0,0,0.812201652,0,0,0
cell_197,0.968027927,0.927640104,0,0.159864089,0.000385028,1.210808889,2.64E-11,1.72E-06,4.779996294,3.75E-05,0,0,1.959820855,0.978851695,0,0,1.483984596,1.278754578,1.503439709,0,0.001012193,0,1.23E-07,0,0,0,0,0,1.95907912,0,4.831005497,0,0,0,0,0,0,0,1.71443174,2.901380954,4.947975504,1.63E-05,0,2.195110745,0,2.94E-06,0,0,0,0,7.940667385,1.967567154,0,0.000186465,3.955166656,7.98E-08,0.980735028,0,1.913951114,0,16.15404623,0.899884208,0.000340223,0,0,0,0.00159957,0,2.872563346,0
cell_198,0.831662956,0.0001904,0,0.084250186,0,0.953871304,0,0.856972454,7.786467982,5.666174053,0,0,2.441962239,0.954962194,0.725877966,0,0.000226885,2.893587654,0.949054782,0,2.641543449,0,0.000277955,0,0,0.144672147,0,0,1.090927025,0,14.58009828,0,0,0,0,0.496781857,0,0,0,0.000517968,14.79365912,0,0.694785536,1.297543291,0,0,0,0,0,0.895085572,1.894723772,0.907300127,0,3.92093054,1.581594109,0.000862364,7.874395735,0.815382764,3.913397863,0.002181766,0.001504056,0,3.961015138,0,0,0,0.97213074,0,0.000661157,0.924695047
cell_199,2.43E-05,0,0,5.954181384,0,5.91E-06,0,0,1.31E-06,0.924119509,0,2.09E-09,2.35E-06,0.922837525,0,0,8.16E-11,0.282388225,0.960569019,0,0.096154625,0,0,0,0,7.72E-07,0,0,0,0,3.39E-09,0,0,0,0,0,0,2.926913192,5.98716808,0.967550379,0.928972698,0.198617694,0,0.977056389,0,0,0,0,0,0,1.71E-06,0.979005564,0.000148535,0,1.952636459,0,0,0,0.001459859,0,0,0,0,0,0,0,0.965583079,0,0,0
cell_200,2.87E-05,6.74E-05,0,0,0,0.060691319,0,0.030638006,0.814754016,0,0,0.044924158,0.020498305,0,0,0,5.212056422,0.916167447,0.971960782,0,1.39E-05,0,0.524607025,0,0.001467205,0.632733657,0,0,0,0.159437511,0.287865773,0,0,0.002231481,0,0.000129022,4.97E-05,0,0.024345388,0.010408346,0.307745122,0.157056915,0.000398687,12.8888109,0,0.030194133,0,0.000901705,0.000133645,0,0.254125024,0.060211002,0,7.32E-16,0.696821408,0,0.033738498,0,0.058330769,0.41949624,0.042225833,0,0,0,0,0,0.023488752,0,0,0.005132067
cell_201,0.607007041,0,0,0.000896682,0,0.921772941,0,0,0.959310635,0.427898183,0,0,1.930676691,0.873812082,0.185677093,0.780425302,1.019477086,8.895950506,1.38E-13,0,1.949726848,0,0,0,0,1.97E-07,0,0,0,0,2.273683191,0,0,0,0,1.955901361,0,0.009547894,0.849650618,0.961572972,0.985325507,1.967720038,0.980551445,1.26E-05,3.897808454,1.484309428,0,4.07E-13,0,0,7.922475771,0,0,0.172279721,0,0,2.08E-10,0,2.9646278,1.26E-10,6.85E-08,1.756321593,0,0.941726584,0,0.050065232,0.979806701,0,0.004100308,0
cell_202,1.871616366,0.004306779,0,0.891443756,0,1.706033647,0,9.31E-05,0.309578557,1.976669374,0,0,0.285704235,1.64E-05,0,0.00521833,2.831555685,0.05710853,1.739156799,0,2.923106812,0,2.762049771,0,0,0.160989069,0,0,0.053455289,0,8.833902221,0,0,0,0,0,0,0.000299503,1.922116059,1.638131694,0.002748064,2.520755312,0,0.22676528,0.000107472,0,0,0,0,0,0.962769655,0.930540897,0,1.41E-06,0.007400069,0,2.749031437,0,3.925007641,0.20168297,0.00060389,0,6.74E-07,0,0,1.729385906,0.964148018,0,0.860821547,1.73E-10
cell_203,0,0.011747545,0,0,0,2.47E-05,0,5.85E-09,4.51E-07,0,0,0,4.17E-05,0,0,0,3.911259894,0.505363327,2.505507442,0,0.000720691,0,0,0,2.33E-07,0.159184472,0,0,0,0,0.002922961,0,0,0,0,0,0,0,0,0.006324119,0.0001458,0,0,15.50309366,0.95121601,0,0.00154221,2.92E-08,0,0.001533891,1.52E-05,0.000234983,0,0.219739188,0.039915072,0,0.029325741,0,1.79E-07,0,0,0,0,0,0,0.010406133,0.723807145,0,0.002177344,0
cell_204,0.281857814,0.008049739,0,0,2.57E-14,0.89870185,0,0.890948255,0.214435285,0,0,0.171033283,0.073678355,1.56E-12,0,0,0.043999103,0.008839888,0.004975971,0,0.174869472,0,0.407338907,0,0.989462491,0.335547808,0,0,0,0.781292027,3.597750553,0,0,0,0,0,0,0,0.951547916,0.966836235,11.5407473,1.778491045,0.000969849,2.332848443,0,0.001489795,0,1.197951667,0.652445616,0,1.805588074,0.025667078,0,1.94E-08,0.275957415,9.64E-09,0.943970551,0,2.871858225,2.254160434,2.915667185,0,0,0,0,0,2.56E-09,0,0.007059383,0
cell_205,0,1.63E-06,0,0.003536589,0,0,0,0,4.71E-06,0.020574468,0,2.03E-06,8.97E-08,0.001253655,0,0,1.36E-16,0.509057225,0.002576324,0,0.731745654,0,3.44E-05,0,0,1.38E-07,0,1.08E-06,0,0,1.14E-11,0,0,0,0,1.53E-06,0,0.00775113,0.011045937,0.000785287,0.001199302,0.129938298,0,0.000525842,0,0,0,0,0,0,5.00E-05,0.002647079,0,5.68E-06,0.006301493,0,7.06E-09,0,0.654310668,4.78E-09,0,0,0,0,0,0,0.000181706,0,0,0
cell_206,0.000341235,0.001288181,0,0.462043733,0,0.524417353,0,0,2.783348286,0,0,0,0.926530714,7.16E-08,0,0,2.25E-07,4.422036181,4.11E-09,0,0.959779924,0,0,0,0,0.086945838,0,0.4244473,0.00750077,0,0.474511355,0,0,0,0,0,0,0,0.052916252,0.955333783,0.000679814,1.72953359,0,1.91989427,0.003545002,0,0,0,0,0,0.709837185,0.026049848,0,9.84E-05,1.135475682,0,0.915780527,0,0.005338379,0,0.662846221,1.20E-08,0,0,0,0,0.837665605,0,1.703332457,0
cell_207,0.032316367,0,0,0,0,0.002542687,0,0.000950807,6.69E-06,0,0,0,0,0,0,0,3.668670845,4.92201801,0.651449395,0,0.201638982,0,0,0,0,3.490646298,0,0,0,0,0.053027907,0,0,0,0,0,0,0,0,1.071421655,1.882104955,0.875772054,0,4.16850911,0.022774678,0.002450994,0,0.531149851,0,0,0.000590336,0.844198038,0,1.146085748,1.13E-07,0,0.000136287,0.63216321,0.000540819,0.407990292,0.010518644,0.017932932,0,0.457759874,0,0.000508219,0,0,0.53848463,0
cell_208,0.532595116,1.91774731,0,0,0,0.966085159,0,1.921854936,1.524275342,0,0,0,2.509963072,0,0,0,0.199401715,1.405161083,0.000158945,0,8.521311701,0,1.002137496,0,1.794868042,0.192746676,0,0.835553552,2.27E-05,0,7.15273612,8.46E-05,0,0,0,0.000516749,0,0,0.914142964,6.778073111,1.615724378,0.979405599,0.978749501,1.080533043,3.887097506,0.950798306,0,7.584392199,0.0970784,0,2.023202225,3.699700961,0,3.934133396,4.930786811,0.001059575,7.83E-05,0,0.019724794,1.062485072,0.790857542,0,0,0,0,0,0.00041984,0,1.867037514,0
cell_209,1.15E-05,0,0.927564147,2.936885416,0,3.77E-07,0,0.854427406,1.728508685,0.935472249,0,0.000480292,1.66E-06,3.18E-05,0,0,4.472672789,1.660844501,0.001344719,0,0,0,0,0,0.863648639,0.741174039,0,0,0.002354223,0,0.001492007,0,0,3.96E-08,0,0,0,4.957452683,7.888025531,0.967374604,0.002685745,0,0,11.83773879,1.868629342,0.755267869,0,1.901278187,0,0,1.959244864,0.834917411,0,4.958723522,0.000325496,0.844245083,2.702090767,0,2.637103256,1.503837739,0,0,0,0,0,0,0.868789197,0,0.335383125,0
cell_210,0.000390593,0.59302056,0,0,0,5.602314869,0,0.811911103,0.983795161,0,0,0,0.032992518,0,0,0,0.469174723,0.000583958,1.017109459,0,4.545360288,0,0,0,0.928083083,1.50E-07,0,0,0,0,0.004850677,0,0,0,0,0,0,0,0,11.85069832,2.094980721,1.793228033,0.000601312,1.511303037,0.266980722,0,0,1.012281053,0,0.868699356,1.828774841,5.216587613,0.117634811,0.125314414,4.318821088,2.57E-11,4.822653516,0,1.765229031,0,1.01E-10,0.002741927,0,0.002360952,0,2.664580417,0.001863313,0,0.687396472,2.71E-12
cell_211,0,1.865922589,0,0.0255847,0,0,0,0,1.900776735,0,0,0,0.843260269,0.926202837,0,0,3.841496513,3.73E-06,0,0.750866869,2.26E-08,0,6.99E-07,0.633897844,0,0.835362937,0,0,1.820070102,2.779528967,0.005760897,1.800809545,0,0,0,0,0,0,0,0.00105801,1.93181228,4.36E-05,1.836349884,0,2.930211859,0,0,0,0,0,8.739526307,5.62E-05,0,7.87E-06,1.42E-07,0,0,0,0.991991554,0,0,0,0,1.62E-05,0,0,0,0,0,0.73381964
cell_212,0.278773822,5.06E-12,0,0,0,0.015594966,0,0,0.016362445,0.398936364,0,0,0.040080163,2.76E-06,0.588499995,8.16E-05,1.41729025,0.033883403,0,0,1.73E-05,0,0,0,0,7.62E-06,0,0,0,0,0.598591179,0,0,0,0,0.001832387,0,4.68E-13,0.094763398,1.20E-05,0.001805235,0.000967409,0.0007194,1.08E-08,0.017491006,0.000330371,0,4.31E-17,0,0,0.00947644,0,5.95E-07,3.59E-14,2.14E-14,0,0,0,0.002344558,0,0.000138631,0.02440752,0,0.014520676,0,0.672528232,0.000821222,0,0.071598909,0
cell_213,6.52E-12,2.22E-15,0,2.63E-05,0,0.000216734,0,0,1.930987532,0,0,0.778013754,1.741787113,0.860034924,0,0,3.27E-07,0.000158889,4.93E-13,0,0,0,0.000731985,0,0.000136475,0.150511484,0,0,0,0,1.004557161,0,0,0,0,0,0,0,0,0.95517601,0.949563069,0.88915878,1.19E-07,5.97E-05,9.48E-10,0.000447096,0,0,4.76E-09,3.15E-14,0.002669921,2.05711919,0,1.95840951,0,0,0.950642088,0,0.870436742,1.885685515,2.33E-11,1.77E-10,0,0,0,0.000449913,0,0,9.70E-07,0
cell_214,0.079890458,0.85230337,0,0.000478028,0,0.20850502,0,0,1.471513118,0.002872457,0,0,0,0,0.002430764,0,1.020372574,2.859962822,0.018351435,0,0.039348567,0,0.020688906,0,0,0.000321311,0,0,0.000161108,0,0.167952826,0,0,0,0,0.141342138,0,0,0.01790064,0.002849034,0.016105324,0.399938486,0.127912883,2.591030933,0,0,0,0,0,0,0.005297698,7.08E-05,0,0.001905936,0.721806319,0,0.13707055,0.002996361,0.026557366,0,0.940429916,0,0,0,0,0.020025265,0.009515058,0,0.099865279,0
cell_215,0,0,0,9.06E-05,0,0.036337204,0,6.31E-05,2.588988406,0,0,0,0.188332536,0.002756514,0,0,0.000222752,5.888630593,0,0,0.000254193,0,0,0,0,1.679547851,0,0,0,0,7.900541784,3.48E-07,0,0,0,0,0,0,0.000700847,4.642369938,0.000193727,3.834028713,0.902095824,2.943570383,0.899506869,0.867881498,0,0,0,0,1.35836895,0.973828178,0,2.882799461,0.955036324,0.003015952,1.729093029,0,0.967458231,4.86E-08,0,1.701896884,0,0,0,0,0.764896646,0,0,0
cell_216,0.092257989,0.22917275,0,0.328984532,0,6.94E-05,0,0.003537291,0.326659738,0,0,0,1.585378289,0.001171512,0,0,6.511389346,1.851426877,0.980004583,0,0.036901266,0,0.490040508,0,4.54E-05,1.623468548,0,0.109576718,0.003567602,0,0.844829958,0,0,0,0,0,0,0,0.006270229,0.07880788,1.006988473,0.009793764,4.92E-05,11.96990446,0.014121007,0,0,0.042857144,0,0,0.046705135,0.072401201,0,0.044836487,0.094099802,0.104407807,0,0,0.159584769,0,0.135324521,0,0,0,0,0,0.628114267,0,0.008235027,0
cell_217,0.008135409,4.65E-06,0,1.64E-10,0,1.60E-06,0,0,3.997643108,1.40E-09,0,0,0.723234089,2.26E-07,0,0,0.007200188,9.52E-05,0.086772892,0,0,0,0.031728746,0,0,0.160907352,0,0,0,0,4.859557825,0,0,0,0,0,0,0,0,6.47E-08,1.928807521,0.970913494,0,0.007954598,0,1.74E-06,0,0,0,0,2.936675273,1.691873051,0.001684224,7.28E-08,0.957902468,0,0,0,2.34E-05,0.016506627,4.802531347,0,0,0,0,0.005709973,0,0,0,0
cell_218,0,0.929873315,0,1.43E-05,0.000163734,3.13E-05,0,0,0.001297889,0,0,0,0.001513917,2.44E-05,0,0,0.932694321,2.594587309,0.030942488,0,0.00194921,0,0,0,1.43E-05,1.496973746,0,0.00104094,0.000139792,0.00018491,2.211834621,0,0,0,0,0,0,0,1.15E-06,0.207328195,0.001142529,0.006163147,2.15E-05,2.8873448,0,0,0,0.599936879,0,0,0.754489336,0.023745346,0,0.002672029,0.003220467,0,0.000164595,0,0.000997038,0.91673318,0.00014702,0,0,0,0,3.12E-05,0,0,1.852620299,0
cell_219,0,0,0,0.000895518,0,0.771624839,0,0,0.166050943,0.41919011,0,0,0.549087344,1.698198406,0,0,1.80E-08,0.564473717,2.38E-05,0,3.00E-05,0,0,0,0,0.000216236,0,0,0,0,0.008419658,0,0,0,0,0,0,0.000340768,0.805339601,0.10384867,0,0.144906877,0.000119866,0.001436947,0.003885448,0,0,0,0,0,0.366294181,0.804948992,0,0.001157362,4.71E-05,0,1.22E-05,0,2.87E-05,0,0,0.000495916,0,0,0,0,0.025262146,0,0,0
cell_220,0,0.945591435,0,0,0,0.922010453,0,0.927335145,1.951695728,0,0,0,1.34803469,0,0,0,3.275491848,0.055207254,0,0,4.906720796,0,0,0,0,4.65E-16,0,0,0,0,3.466506002,0,0,0,0,5.28E-07,0,0,0,2.639341563,0,0.206761675,0,2.855045278,0,1.919688783,0,2.292009166,0.730546701,0,0.499631739,0,0,3.870296001,4.472586464,0.901499023,0,0,0,0,0,0,0,0,0,0,0,0,0.001132687,0
